,wf_id,dieSize,lotid,labels,image,set
1642,1642,600.0,lot47499,Loc,wf_image_1642.png,train
1643,1643,1109.0,lot45331,Edge-Loc,wf_image_1643.png,train
1644,1644,3036.0,lot12746,Edge-Ring,wf_image_1644.png,cal
1645,1645,516.0,lot42923,Edge-Loc,wf_image_1645.png,val
1646,1646,1999.0,lot15000,Edge-Ring,wf_image_1646.png,train
1647,1647,1075.0,lot2522,Edge-Ring,wf_image_1647.png,test
1648,1648,1658.0,lot16603,Edge-Ring,wf_image_1648.png,train
1649,1649,1421.0,lot44790,Edge-Ring,wf_image_1649.png,test
1650,1650,515.0,lot35961,Center,wf_image_1650.png,train
1651,1651,741.0,lot44344,Loc,wf_image_1651.png,train
1652,1652,2126.0,lot22490,Edge-Ring,wf_image_1652.png,train
1653,1653,515.0,lot39578,Center,wf_image_1653.png,train
1654,1654,1075.0,lot23104,Edge-Ring,wf_image_1654.png,val
1655,1655,1075.0,lot2503,Edge-Ring,wf_image_1655.png,train
1656,1656,2126.0,lot22473,Edge-Ring,wf_image_1656.png,test
1657,1657,1075.0,lot2151,Edge-Ring,wf_image_1657.png,cal
1658,1658,1349.0,lot2377,Random,wf_image_1658.png,val
1659,1659,1075.0,lot13965,Edge-Ring,wf_image_1659.png,train
1660,1660,1376.0,lot19259,Center,wf_image_1660.png,cal
1661,1661,600.0,lot47517,Random,wf_image_1661.png,train
1662,1662,845.0,lot42279,Edge-Loc,wf_image_1662.png,train
1663,1663,939.0,lot5999,Center,wf_image_1663.png,train
1664,1664,12662.0,lot19849,Edge-Ring,wf_image_1664.png,train
1665,1665,904.0,lot45626,Center,wf_image_1665.png,test
1666,1666,2126.0,lot21038,Edge-Ring,wf_image_1666.png,val
1667,1667,2126.0,lot21041,Edge-Ring,wf_image_1667.png,train
1668,1668,518.0,lot45271,Center,wf_image_1668.png,val
1669,1669,1999.0,lot14527,Edge-Ring,wf_image_1669.png,train
1670,1670,515.0,lot39691,Random,wf_image_1670.png,train
1671,1671,1658.0,lot23844,Edge-Ring,wf_image_1671.png,train
1672,1672,515.0,lot36656,Center,wf_image_1672.png,cal
1673,1673,3036.0,lot12745,Edge-Ring,wf_image_1673.png,train
1674,1674,3036.0,lot10187,Edge-Ring,wf_image_1674.png,train
1675,1675,776.0,lot5799,Edge-Loc,wf_image_1675.png,train
1676,1676,939.0,lot3930,Edge-Loc,wf_image_1676.png,train
1677,1677,904.0,lot45630,Center,wf_image_1677.png,test
1678,1678,1075.0,lot13964,Edge-Ring,wf_image_1678.png,train
1679,1679,518.0,lot44012,Edge-Ring,wf_image_1679.png,train
1680,1680,1080.0,lot21465,Edge-Loc,wf_image_1680.png,train
1681,1681,1060.0,lot47328,Scratch,wf_image_1681.png,train
1682,1682,3927.0,lot11171,Edge-Ring,wf_image_1682.png,test
1683,1683,1291.0,lot10049,Edge-Ring,wf_image_1683.png,test
1684,1684,600.0,lot47512,Edge-Ring,wf_image_1684.png,train
1685,1685,712.0,lot41391,Loc,wf_image_1685.png,train
1686,1686,1075.0,lot23107,Edge-Ring,wf_image_1686.png,train
1687,1687,600.0,lot47517,Edge-Ring,wf_image_1687.png,test
1688,1688,1109.0,lot45379,Edge-Loc,wf_image_1688.png,test
1689,1689,733.0,lot39452,Center,wf_image_1689.png,train
1690,1690,3036.0,lot11631,Edge-Ring,wf_image_1690.png,cal
1691,1691,1291.0,lot10050,Edge-Ring,wf_image_1691.png,train
1692,1692,515.0,lot36789,Center,wf_image_1692.png,train
1693,1693,1334.0,lot17184,Donut,wf_image_1693.png,train
1694,1694,904.0,lot45631,Center,wf_image_1694.png,train
1695,1695,12662.0,lot17263,Edge-Ring,wf_image_1695.png,train
1696,1696,776.0,lot41062,Center,wf_image_1696.png,test
1697,1697,1334.0,lot45968,Edge-Loc,wf_image_1697.png,test
1698,1698,1334.0,lot17102,Center,wf_image_1698.png,val
1699,1699,515.0,lot10396,Center,wf_image_1699.png,train
1700,1700,2126.0,lot18377,Edge-Ring,wf_image_1700.png,cal
1701,1701,1334.0,lot17145,Donut,wf_image_1701.png,train
1702,1702,904.0,lot45631,Center,wf_image_1702.png,train
1703,1703,1060.0,lot47440,Near-full,wf_image_1703.png,train
1704,1704,939.0,lot3816,Edge-Loc,wf_image_1704.png,train
1705,1705,741.0,lot44266,Loc,wf_image_1705.png,train
1706,1706,3927.0,lot10009,Edge-Ring,wf_image_1706.png,train
1707,1707,1075.0,lot11590,Edge-Ring,wf_image_1707.png,test
1708,1708,1139.0,lot42745,Edge-Loc,wf_image_1708.png,cal
1709,1709,562.0,lot47110,Scratch,wf_image_1709.png,test
1710,1710,515.0,lot36597,Center,wf_image_1710.png,cal
1711,1711,2126.0,lot22478,Edge-Ring,wf_image_1711.png,test
1712,1712,904.0,lot45639,Loc,wf_image_1712.png,train
1713,1713,518.0,lot43927,Scratch,wf_image_1713.png,val
1714,1714,1999.0,lot14919,Edge-Ring,wf_image_1714.png,test
1715,1715,1334.0,lot45985,Random,wf_image_1715.png,test
1716,1716,776.0,lot7511,Loc,wf_image_1716.png,train
1717,1717,516.0,lot43554,Scratch,wf_image_1717.png,test
1718,1718,776.0,lot40867,Loc,wf_image_1718.png,test
1719,1719,533.0,lot40366,Random,wf_image_1719.png,train
1720,1720,533.0,lot27,Edge-Loc,wf_image_1720.png,val
1721,1721,1658.0,lot19814,Edge-Ring,wf_image_1721.png,val
1722,1722,600.0,lot47529,Edge-Loc,wf_image_1722.png,val
1723,1723,1291.0,lot11987,Edge-Ring,wf_image_1723.png,train
1724,1724,533.0,lot188,Scratch,wf_image_1724.png,train
1725,1725,776.0,lot40765,Loc,wf_image_1725.png,train
1726,1726,516.0,lot43580,Center,wf_image_1726.png,test
1727,1727,1075.0,lot44171,Edge-Ring,wf_image_1727.png,test
1728,1728,2126.0,lot20910,Edge-Ring,wf_image_1728.png,test
1729,1729,845.0,lot42234,Edge-Loc,wf_image_1729.png,cal
1730,1730,846.0,lot33895,Edge-Ring,wf_image_1730.png,val
1731,1731,3036.0,lot2077,Edge-Ring,wf_image_1731.png,train
1732,1732,1075.0,lot2498,Edge-Ring,wf_image_1732.png,cal
1733,1733,600.0,lot47537,Edge-Loc,wf_image_1733.png,train
1734,1734,1376.0,lot45844,Edge-Loc,wf_image_1734.png,cal
1735,1735,1334.0,lot45943,Loc,wf_image_1735.png,train
1736,1736,1075.0,lot23101,Edge-Ring,wf_image_1736.png,train
1737,1737,1075.0,lot2436,Edge-Ring,wf_image_1737.png,train
1738,1738,1075.0,lot2522,Edge-Ring,wf_image_1738.png,train
1739,1739,1080.0,lot21508,Center,wf_image_1739.png,train
1740,1740,518.0,lot44892,Scratch,wf_image_1740.png,val
1741,1741,845.0,lot7239,Edge-Loc,wf_image_1741.png,train
1742,1742,3927.0,lot9147,Edge-Ring,wf_image_1742.png,train
1743,1743,1060.0,lot47373,Center,wf_image_1743.png,train
1744,1744,1800.0,lot4734,Edge-Loc,wf_image_1744.png,train
1745,1745,491.0,lot45072,Random,wf_image_1745.png,test
1746,1746,1999.0,lot15045,Edge-Ring,wf_image_1746.png,test
1747,1747,3036.0,lot11972,Edge-Ring,wf_image_1747.png,test
1748,1748,1421.0,lot44802,Edge-Ring,wf_image_1748.png,val
1749,1749,1334.0,lot17155,Donut,wf_image_1749.png,cal
1750,1750,843.0,lot42345,Edge-Loc,wf_image_1750.png,train
1751,1751,1421.0,lot44778,Edge-Ring,wf_image_1751.png,train
1752,1752,1075.0,lot23108,Edge-Ring,wf_image_1752.png,test
1753,1753,515.0,lot33089,Center,wf_image_1753.png,train
1754,1754,776.0,lot40805,Edge-Loc,wf_image_1754.png,train
1755,1755,516.0,lot43559,Edge-Loc,wf_image_1755.png,train
1756,1756,1421.0,lot44812,Edge-Loc,wf_image_1756.png,train
1757,1757,1075.0,lot2437,Edge-Ring,wf_image_1757.png,train
1758,1758,1080.0,lot21646,Donut,wf_image_1758.png,train
1759,1759,845.0,lot42366,Scratch,wf_image_1759.png,val
1760,1760,515.0,lot35961,Center,wf_image_1760.png,val
1761,1761,1109.0,lot45312,Edge-Loc,wf_image_1761.png,train
1762,1762,2126.0,lot18376,Edge-Ring,wf_image_1762.png,train
1763,1763,516.0,lot43527,Scratch,wf_image_1763.png,cal
1764,1764,3036.0,lot12744,Edge-Ring,wf_image_1764.png,val
1765,1765,1080.0,lot23494,Loc,wf_image_1765.png,val
1766,1766,518.0,lot44028,Loc,wf_image_1766.png,test
1767,1767,846.0,lot5621,Edge-Loc,wf_image_1767.png,train
1768,1768,1349.0,lot2426,Random,wf_image_1768.png,val
1769,1769,1226.0,lot23628,Loc,wf_image_1769.png,train
1770,1770,3036.0,lot11965,Edge-Ring,wf_image_1770.png,train
1771,1771,515.0,lot35956,Center,wf_image_1771.png,test
1772,1772,1060.0,lot47391,Edge-Loc,wf_image_1772.png,train
1773,1773,1349.0,lot2432,Random,wf_image_1773.png,cal
1774,1774,1999.0,lot15000,Edge-Ring,wf_image_1774.png,train
1775,1775,562.0,lot46943,Edge-Loc,wf_image_1775.png,train
1776,1776,12662.0,lot19864,Edge-Ring,wf_image_1776.png,val
1777,1777,845.0,lot42232,Loc,wf_image_1777.png,train
1778,1778,3927.0,lot2153,Edge-Ring,wf_image_1778.png,test
1779,1779,515.0,lot39512,Center,wf_image_1779.png,train
1780,1780,1334.0,lot45964,Scratch,wf_image_1780.png,cal
1781,1781,3036.0,lot12765,Edge-Ring,wf_image_1781.png,val
1782,1782,533.0,lot40508,Scratch,wf_image_1782.png,train
1783,1783,776.0,lot40786,Edge-Loc,wf_image_1783.png,cal
1784,1784,845.0,lot42241,Edge-Loc,wf_image_1784.png,train
1785,1785,710.0,lot9321,Center,wf_image_1785.png,test
1786,1786,2126.0,lot18382,Edge-Ring,wf_image_1786.png,test
1787,1787,2126.0,lot21563,Edge-Ring,wf_image_1787.png,val
1788,1788,710.0,lot38377,Random,wf_image_1788.png,test
1789,1789,736.0,lot42840,Edge-Loc,wf_image_1789.png,train
1790,1790,1253.0,lot2699,Edge-Ring,wf_image_1790.png,train
1791,1791,1080.0,lot23488,Center,wf_image_1791.png,train
1792,1792,776.0,lot44108,Edge-Loc,wf_image_1792.png,test
1793,1793,1075.0,lot2497,Edge-Ring,wf_image_1793.png,test
1794,1794,1080.0,lot21611,Random,wf_image_1794.png,test
1795,1795,600.0,lot47491,Edge-Ring,wf_image_1795.png,cal
1796,1796,1075.0,lot23105,Edge-Ring,wf_image_1796.png,train
1797,1797,518.0,lot45269,Loc,wf_image_1797.png,train
1798,1798,1421.0,lot44806,Loc,wf_image_1798.png,cal
1799,1799,1291.0,lot10049,Edge-Ring,wf_image_1799.png,train
1800,1800,3036.0,lot2074,Edge-Ring,wf_image_1800.png,val
1801,1801,2126.0,lot22471,Edge-Ring,wf_image_1801.png,train
1802,1802,533.0,lot40499,Near-full,wf_image_1802.png,cal
1803,1803,1075.0,lot12908,Edge-Ring,wf_image_1803.png,test
1804,1804,1080.0,lot24209,Loc,wf_image_1804.png,train
1805,1805,1421.0,lot44797,Edge-Ring,wf_image_1805.png,test
1806,1806,844.0,lot42184,Loc,wf_image_1806.png,cal
1807,1807,518.0,lot43883,Edge-Loc,wf_image_1807.png,val
1808,1808,1299.0,lot43625,Scratch,wf_image_1808.png,train
1809,1809,518.0,lot43985,Edge-Ring,wf_image_1809.png,train
1810,1810,515.0,lot35935,Center,wf_image_1810.png,train
1811,1811,518.0,lot45283,Edge-Loc,wf_image_1811.png,train
1812,1812,3036.0,lot12777,Edge-Ring,wf_image_1812.png,val
1813,1813,2126.0,lot18020,Edge-Ring,wf_image_1813.png,train
1814,1814,1658.0,lot19814,Edge-Ring,wf_image_1814.png,test
1815,1815,1376.0,lot45756,Edge-Loc,wf_image_1815.png,test
1816,1816,515.0,lot39605,Center,wf_image_1816.png,val
1817,1817,846.0,lot7361,Edge-Ring,wf_image_1817.png,cal
1818,1818,516.0,lot43525,Scratch,wf_image_1818.png,test
1819,1819,533.0,lot40400,Center,wf_image_1819.png,val
1820,1820,1801.0,lot5916,Edge-Loc,wf_image_1820.png,cal
1821,1821,1136.0,lot42739,Edge-Loc,wf_image_1821.png,train
1822,1822,1080.0,lot18737,Random,wf_image_1822.png,test
1823,1823,3927.0,lot2153,Edge-Ring,wf_image_1823.png,train
1824,1824,1075.0,lot23100,Edge-Ring,wf_image_1824.png,val
1825,1825,3927.0,lot9156,Edge-Ring,wf_image_1825.png,val
1826,1826,516.0,lot43156,Edge-Loc,wf_image_1826.png,train
1827,1827,515.0,lot36913,Center,wf_image_1827.png,train
1828,1828,2126.0,lot22473,Edge-Ring,wf_image_1828.png,test
1829,1829,1129.0,lot42613,Loc,wf_image_1829.png,train
1830,1830,939.0,lot6115,Edge-Loc,wf_image_1830.png,val
1831,1831,904.0,lot45631,Center,wf_image_1831.png,train
1832,1832,600.0,lot47480,Scratch,wf_image_1832.png,train
1833,1833,600.0,lot47537,Loc,wf_image_1833.png,train
1834,1834,562.0,lot47209,Edge-Loc,wf_image_1834.png,train
1835,1835,1291.0,lot10051,Edge-Ring,wf_image_1835.png,test
1836,1836,1658.0,lot23110,Edge-Ring,wf_image_1836.png,val
1837,1837,1109.0,lot45403,Center,wf_image_1837.png,train
1838,1838,533.0,lot155,Random,wf_image_1838.png,cal
1839,1839,3927.0,lot9157,Edge-Ring,wf_image_1839.png,val
1840,1840,1129.0,lot42695,Edge-Loc,wf_image_1840.png,train
1841,1841,1075.0,lot2520,Edge-Ring,wf_image_1841.png,cal
1842,1842,1080.0,lot20121,Edge-Ring,wf_image_1842.png,train
1843,1843,515.0,lot36665,Center,wf_image_1843.png,train
1844,1844,515.0,lot36657,Center,wf_image_1844.png,train
1845,1845,904.0,lot45642,Center,wf_image_1845.png,train
1846,1846,733.0,lot39431,Center,wf_image_1846.png,train
1847,1847,1129.0,lot9344,Edge-Ring,wf_image_1847.png,train
1848,1848,1253.0,lot2693,Edge-Ring,wf_image_1848.png,train
1849,1849,1109.0,lot45542,Scratch,wf_image_1849.png,train
1850,1850,533.0,lot40466,Random,wf_image_1850.png,train
1851,1851,904.0,lot2049,Loc,wf_image_1851.png,cal
1852,1852,518.0,lot44858,Near-full,wf_image_1852.png,train
1853,1853,515.0,lot36682,Center,wf_image_1853.png,train
1854,1854,846.0,lot5257,Edge-Loc,wf_image_1854.png,train
1855,1855,12662.0,lot19857,Edge-Ring,wf_image_1855.png,train
1856,1856,516.0,lot43050,Loc,wf_image_1856.png,train
1857,1857,733.0,lot39501,Center,wf_image_1857.png,train
1858,1858,515.0,lot36723,Edge-Loc,wf_image_1858.png,train
1859,1859,533.0,lot67,Loc,wf_image_1859.png,test
1860,1860,2126.0,lot21039,Edge-Ring,wf_image_1860.png,train
1861,1861,3036.0,lot12745,Edge-Ring,wf_image_1861.png,cal
1862,1862,533.0,lot40566,Edge-Loc,wf_image_1862.png,train
1863,1863,831.0,lot42374,Edge-Loc,wf_image_1863.png,test
1864,1864,1109.0,lot45460,Random,wf_image_1864.png,train
1865,1865,3036.0,lot2077,Edge-Ring,wf_image_1865.png,test
1866,1866,515.0,lot36674,Center,wf_image_1866.png,train
1867,1867,1080.0,lot20126,Random,wf_image_1867.png,test
1868,1868,939.0,lot7864,Loc,wf_image_1868.png,train
1869,1869,845.0,lot41970,Edge-Loc,wf_image_1869.png,train
1870,1870,712.0,lot39260,Loc,wf_image_1870.png,train
1871,1871,845.0,lot42226,Donut,wf_image_1871.png,train
1872,1872,562.0,lot46796,Edge-Loc,wf_image_1872.png,train
1873,1873,515.0,lot36638,Center,wf_image_1873.png,train
1874,1874,939.0,lot3868,Loc,wf_image_1874.png,test
1875,1875,515.0,lot39698,Center,wf_image_1875.png,train
1876,1876,1109.0,lot45336,Center,wf_image_1876.png,train
1877,1877,515.0,lot10241,Center,wf_image_1877.png,train
1878,1878,939.0,lot2640,Edge-Loc,wf_image_1878.png,train
1879,1879,515.0,lot36710,Center,wf_image_1879.png,train
1880,1880,533.0,lot40378,Loc,wf_image_1880.png,train
1881,1881,776.0,lot40937,Loc,wf_image_1881.png,train
1882,1882,776.0,lot41072,Loc,wf_image_1882.png,test
1883,1883,1376.0,lot16540,Loc,wf_image_1883.png,test
1884,1884,515.0,lot35944,Center,wf_image_1884.png,test
1885,1885,1075.0,lot12909,Edge-Ring,wf_image_1885.png,train
1886,1886,710.0,lot4449,Edge-Loc,wf_image_1886.png,train
1887,1887,515.0,lot36908,Center,wf_image_1887.png,train
1888,1888,562.0,lot46826,Loc,wf_image_1888.png,test
1889,1889,1421.0,lot44800,Edge-Ring,wf_image_1889.png,train
1890,1890,1075.0,lot12908,Edge-Ring,wf_image_1890.png,cal
1891,1891,533.0,lot40404,Loc,wf_image_1891.png,val
1892,1892,1075.0,lot44171,Edge-Ring,wf_image_1892.png,val
1893,1893,843.0,lot42335,Edge-Loc,wf_image_1893.png,val
1894,1894,2126.0,lot21580,Edge-Ring,wf_image_1894.png,train
1895,1895,1109.0,lot45366,Edge-Ring,wf_image_1895.png,cal
1896,1896,2126.0,lot20135,Edge-Ring,wf_image_1896.png,train
1897,1897,1075.0,lot23108,Edge-Ring,wf_image_1897.png,train
1898,1898,1658.0,lot16606,Edge-Ring,wf_image_1898.png,train
1899,1899,776.0,lot44134,Scratch,wf_image_1899.png,val
1900,1900,515.0,lot37036,Center,wf_image_1900.png,test
1901,1901,515.0,lot39697,Center,wf_image_1901.png,cal
1902,1902,1075.0,lot2149,Edge-Ring,wf_image_1902.png,val
1903,1903,562.0,lot47115,Loc,wf_image_1903.png,test
1904,1904,515.0,lot36687,Center,wf_image_1904.png,train
1905,1905,741.0,lot44343,Scratch,wf_image_1905.png,train
1906,1906,776.0,lot41048,Edge-Loc,wf_image_1906.png,train
1907,1907,1421.0,lot44772,Edge-Ring,wf_image_1907.png,train
1908,1908,844.0,lot42338,Edge-Loc,wf_image_1908.png,train
1909,1909,2126.0,lot21043,Edge-Ring,wf_image_1909.png,val
1910,1910,1139.0,lot42780,Edge-Loc,wf_image_1910.png,test
1911,1911,1060.0,lot47310,Center,wf_image_1911.png,cal
1912,1912,3036.0,lot12764,Edge-Ring,wf_image_1912.png,train
1913,1913,1658.0,lot23844,Edge-Ring,wf_image_1913.png,train
1914,1914,1075.0,lot25392,Edge-Ring,wf_image_1914.png,train
1915,1915,776.0,lot4139,Edge-Loc,wf_image_1915.png,train
1916,1916,1129.0,lot42659,Edge-Loc,wf_image_1916.png,cal
1917,1917,741.0,lot44384,Scratch,wf_image_1917.png,val
1918,1918,562.0,lot46876,Center,wf_image_1918.png,val
1919,1919,2126.0,lot21579,Edge-Ring,wf_image_1919.png,train
1920,1920,515.0,lot33090,Center,wf_image_1920.png,train
1921,1921,1226.0,lot23648,Center,wf_image_1921.png,train
1922,1922,1129.0,lot5686,Edge-Loc,wf_image_1922.png,train
1923,1923,533.0,lot12049,Random,wf_image_1923.png,train
1924,1924,3036.0,lot12766,Edge-Ring,wf_image_1924.png,test
1925,1925,515.0,lot32161,Scratch,wf_image_1925.png,train
1926,1926,1075.0,lot2500,Edge-Ring,wf_image_1926.png,test
1927,1927,515.0,lot36757,Center,wf_image_1927.png,train
1928,1928,1421.0,lot44792,Random,wf_image_1928.png,train
1929,1929,2126.0,lot21044,Edge-Ring,wf_image_1929.png,train
1930,1930,1376.0,lot26624,Edge-Ring,wf_image_1930.png,test
1931,1931,710.0,lot38206,Random,wf_image_1931.png,cal
1932,1932,1075.0,lot13963,Edge-Ring,wf_image_1932.png,train
1933,1933,845.0,lot42192,Donut,wf_image_1933.png,train
1934,1934,515.0,lot10377,Random,wf_image_1934.png,test
1935,1935,518.0,lot43994,Edge-Loc,wf_image_1935.png,val
1936,1936,2126.0,lot21044,Edge-Ring,wf_image_1936.png,train
1937,1937,2126.0,lot20732,Edge-Ring,wf_image_1937.png,train
1938,1938,904.0,lot1959,Scratch,wf_image_1938.png,train
1939,1939,2126.0,lot21042,Edge-Ring,wf_image_1939.png,train
1940,1940,1109.0,lot45458,Edge-Loc,wf_image_1940.png,train
1941,1941,516.0,lot42882,Loc,wf_image_1941.png,train
1942,1942,1060.0,lot47267,Scratch,wf_image_1942.png,val
1943,1943,562.0,lot46912,Scratch,wf_image_1943.png,train
1944,1944,776.0,lot40869,Near-full,wf_image_1944.png,train
1945,1945,3036.0,lot12765,Edge-Ring,wf_image_1945.png,test
1946,1946,1075.0,lot2501,Edge-Ring,wf_image_1946.png,train
1947,1947,1080.0,lot21642,Loc,wf_image_1947.png,train
1948,1948,3927.0,lot2154,Edge-Ring,wf_image_1948.png,train
1949,1949,1376.0,lot45901,Loc,wf_image_1949.png,train
1950,1950,1291.0,lot13714,Edge-Ring,wf_image_1950.png,train
1951,1951,1658.0,lot16598,Edge-Ring,wf_image_1951.png,train
1952,1952,515.0,lot10268,Random,wf_image_1952.png,train
1953,1953,3036.0,lot11844,Edge-Ring,wf_image_1953.png,cal
1954,1954,516.0,lot43446,Loc,wf_image_1954.png,train
1955,1955,939.0,lot6224,Loc,wf_image_1955.png,train
1956,1956,3036.0,lot11877,Edge-Ring,wf_image_1956.png,test
1957,1957,1334.0,lot17181,Donut,wf_image_1957.png,train
1958,1958,844.0,lot42197,Random,wf_image_1958.png,train
1959,1959,1075.0,lot13966,Edge-Ring,wf_image_1959.png,train
1960,1960,515.0,lot36931,Center,wf_image_1960.png,train
1961,1961,1075.0,lot12910,Edge-Ring,wf_image_1961.png,train
1962,1962,600.0,lot47485,Edge-Loc,wf_image_1962.png,val
1963,1963,518.0,lot45255,Loc,wf_image_1963.png,val
1964,1964,2126.0,lot18376,Edge-Ring,wf_image_1964.png,cal
1965,1965,1129.0,lot5711,Edge-Loc,wf_image_1965.png,test
1966,1966,776.0,lot41164,Loc,wf_image_1966.png,cal
1967,1967,533.0,lot40380,Edge-Loc,wf_image_1967.png,val
1968,1968,518.0,lot45257,Loc,wf_image_1968.png,train
1969,1969,939.0,lot8006,Loc,wf_image_1969.png,train
1970,1970,1334.0,lot17148,Donut,wf_image_1970.png,train
1971,1971,1075.0,lot12907,Edge-Ring,wf_image_1971.png,train
1972,1972,3036.0,lot9335,Edge-Ring,wf_image_1972.png,train
1973,1973,741.0,lot2233,Scratch,wf_image_1973.png,test
1974,1974,1075.0,lot13961,Edge-Ring,wf_image_1974.png,train
1975,1975,1999.0,lot14524,Edge-Ring,wf_image_1975.png,train
1976,1976,939.0,lot6002,Center,wf_image_1976.png,train
1977,1977,1075.0,lot12906,Edge-Ring,wf_image_1977.png,val
1978,1978,515.0,lot32779,Center,wf_image_1978.png,train
1979,1979,1334.0,lot17154,Donut,wf_image_1979.png,train
1980,1980,533.0,lot40328,Loc,wf_image_1980.png,train
1981,1981,845.0,lot42229,Edge-Loc,wf_image_1981.png,test
1982,1982,3036.0,lot12754,Edge-Ring,wf_image_1982.png,train
1983,1983,1334.0,lot17149,Donut,wf_image_1983.png,cal
1984,1984,3927.0,lot10009,Edge-Ring,wf_image_1984.png,test
1985,1985,1075.0,lot2524,Edge-Ring,wf_image_1985.png,val
1986,1986,710.0,lot4568,Edge-Loc,wf_image_1986.png,cal
1987,1987,776.0,lot41041,Edge-Loc,wf_image_1987.png,train
1988,1988,1075.0,lot12908,Edge-Ring,wf_image_1988.png,train
1989,1989,518.0,lot43898,Center,wf_image_1989.png,train
1990,1990,1075.0,lot13969,Edge-Ring,wf_image_1990.png,test
1991,1991,846.0,lot38810,Random,wf_image_1991.png,test
1992,1992,562.0,lot46884,Edge-Loc,wf_image_1992.png,test
1993,1993,516.0,lot43379,Scratch,wf_image_1993.png,train
1994,1994,2126.0,lot18382,Edge-Ring,wf_image_1994.png,test
1995,1995,3036.0,lot12745,Edge-Ring,wf_image_1995.png,train
1996,1996,1334.0,lot17127,Donut,wf_image_1996.png,train
1997,1997,1334.0,lot17137,Donut,wf_image_1997.png,train
1998,1998,2126.0,lot21563,Edge-Ring,wf_image_1998.png,train
1999,1999,515.0,lot36787,Center,wf_image_1999.png,train
2000,2000,1109.0,lot45319,Loc,wf_image_2000.png,train
2001,2001,600.0,lot47490,Edge-Loc,wf_image_2001.png,test
2002,2002,1080.0,lot21718,Edge-Loc,wf_image_2002.png,train
2003,2003,1334.0,lot17113,Edge-Loc,wf_image_2003.png,val
2004,2004,562.0,lot47157,Edge-Loc,wf_image_2004.png,test
2005,2005,515.0,lot36810,Center,wf_image_2005.png,test
2006,2006,741.0,lot44268,Loc,wf_image_2006.png,train
2007,2007,515.0,lot33064,Center,wf_image_2007.png,val
2008,2008,12662.0,lot19850,Edge-Ring,wf_image_2008.png,train
2009,2009,2126.0,lot18382,Edge-Ring,wf_image_2009.png,train
2010,2010,776.0,lot40744,Loc,wf_image_2010.png,cal
2011,2011,533.0,lot40425,Loc,wf_image_2011.png,train
2012,2012,1075.0,lot11590,Edge-Ring,wf_image_2012.png,train
2013,2013,515.0,lot36812,Center,wf_image_2013.png,cal
2014,2014,518.0,lot15458,Near-full,wf_image_2014.png,cal
2015,2015,904.0,lot45635,Random,wf_image_2015.png,val
2016,2016,1291.0,lot7397,Edge-Ring,wf_image_2016.png,train
2017,2017,1075.0,lot25391,Edge-Ring,wf_image_2017.png,cal
2018,2018,1109.0,lot45526,Edge-Loc,wf_image_2018.png,cal
2019,2019,1109.0,lot45316,Edge-Loc,wf_image_2019.png,cal
2020,2020,1129.0,lot42632,Loc,wf_image_2020.png,test
2021,2021,846.0,lot36240,Edge-Loc,wf_image_2021.png,test
2022,2022,515.0,lot36825,Center,wf_image_2022.png,train
2023,2023,2126.0,lot20729,Edge-Ring,wf_image_2023.png,train
2024,2024,3927.0,lot2156,Edge-Ring,wf_image_2024.png,train
2025,2025,515.0,lot33240,Loc,wf_image_2025.png,val
2026,2026,1291.0,lot13719,Edge-Ring,wf_image_2026.png,train
2027,2027,2126.0,lot22471,Edge-Ring,wf_image_2027.png,train
2028,2028,1109.0,lot45479,Loc,wf_image_2028.png,test
2029,2029,939.0,lot7879,Random,wf_image_2029.png,val
2030,2030,2126.0,lot21039,Edge-Ring,wf_image_2030.png,test
2031,2031,562.0,lot46922,Edge-Ring,wf_image_2031.png,test
2032,2032,1060.0,lot47468,Edge-Loc,wf_image_2032.png,train
2033,2033,1334.0,lot17150,Donut,wf_image_2033.png,train
2034,2034,1060.0,lot47328,Edge-Loc,wf_image_2034.png,test
2035,2035,515.0,lot32896,Center,wf_image_2035.png,train
2036,2036,1075.0,lot12907,Edge-Ring,wf_image_2036.png,test
2037,2037,515.0,lot10395,Center,wf_image_2037.png,train
2038,2038,1075.0,lot44165,Edge-Ring,wf_image_2038.png,val
2039,2039,904.0,lot45648,Scratch,wf_image_2039.png,test
2040,2040,1376.0,lot45873,Edge-Loc,wf_image_2040.png,test
2041,2041,1075.0,lot2501,Edge-Ring,wf_image_2041.png,train
2042,2042,562.0,lot47190,Scratch,wf_image_2042.png,cal
2043,2043,1334.0,lot17158,Donut,wf_image_2043.png,test
2044,2044,1999.0,lot14527,Edge-Ring,wf_image_2044.png,train
2045,2045,1075.0,lot44171,Edge-Ring,wf_image_2045.png,cal
2046,2046,1075.0,lot2437,Edge-Ring,wf_image_2046.png,train
2047,2047,3036.0,lot10186,Edge-Ring,wf_image_2047.png,train
2048,2048,1075.0,lot2524,Edge-Ring,wf_image_2048.png,train
2049,2049,939.0,lot6120,Edge-Loc,wf_image_2049.png,train
2050,2050,1334.0,lot17168,Donut,wf_image_2050.png,cal
2051,2051,1075.0,lot2523,Edge-Ring,wf_image_2051.png,train
2052,2052,844.0,lot42370,Loc,wf_image_2052.png,train
2053,2053,1334.0,lot17108,Edge-Loc,wf_image_2053.png,train
2054,2054,1075.0,lot2525,Edge-Ring,wf_image_2054.png,test
2055,2055,845.0,lot42267,Edge-Loc,wf_image_2055.png,cal
